Date,Time,temperature_2m,relativehumidity_2m,dewpoint_2m,windspeed_10m,windspeed_100m,winddirection_10m,winddirection_100m,windgusts_10m,Power,City,Index
10/22/2020,1:00:00 PM,27.1,87,23.7,5.03,7.22,41,42,9.5,0.1427,Zurich,7094
10/22/2020,2:00:00 PM,27.6,85,23.8,4.66,6.58,35,36,8.8,0.1384,Zurich,7095
10/22/2020,3:00:00 PM,27.7,86,24.2,4.3,6.22,25,26,8,0.1341,Zurich,7096
10/22/2020,4:00:00 PM,27.9,87,24.5,4.08,6.14,17,19,7.5,0.1297,Zurich,7097
10/22/2020,5:00:00 PM,27.8,89,25.1,3.5,6.02,2,5,7.1,0.1254,Zurich,7098
10/22/2020,6:00:00 PM,28.2,90,25.8,4.8,7.51,358,3,6,0.1302,Zurich,7099
10/22/2020,7:00:00 PM,27.3,91,25,4.41,7.6,356,1,8.8,0.1442,Zurich,7100
10/22/2020,8:00:00 PM,26.8,91,24.4,4.11,7.3,356,1,8.3,0.1582,Zurich,7101
10/22/2020,9:00:00 PM,26.9,92,24.8,4.18,7.23,349,354,7.2,0.1723,Zurich,7102
10/22/2020,10:00:00 PM,26.2,93,24.5,4.14,7.28,340,347,7.3,0.1862,Zurich,7103
10/22/2020,11:00:00 PM,26.4,93,24.6,4.03,7.09,337,344,7.3,0.2002,Zurich,7104
10/23/2020,12:00:00 AM,25.4,94,23.9,3.62,6.9,336,343,6.7,0.2142,Zurich,7105
10/23/2020,1:00:00 AM,26.2,94,24.8,4.34,7.58,334,337,7,0.2283,Zurich,7106
10/23/2020,2:00:00 AM,25.3,89,22.5,5.77,9.12,332,334,9.9,0.2423,Zurich,7107
10/23/2020,3:00:00 AM,24.4,89,21.7,5.66,9,328,330,9.9,0.2562,Zurich,7108
10/23/2020,4:00:00 AM,23.5,84,19.5,5.86,9.29,323,326,10,0.2702,Zurich,7109
10/23/2020,5:00:00 AM,22.3,82,17.6,5.54,9.36,321,323,10,0.2724,Zurich,7110
10/23/2020,6:00:00 AM,19.9,82,15.3,5.8,9.67,316,321,9.3,0.2628,Zurich,7111
10/23/2020,7:00:00 AM,17.6,83,13.2,5.09,9.36,315,319,9.6,0.2532,Zurich,7112
10/23/2020,8:00:00 AM,17.1,84,13.2,4.7,8.77,308,313,8.7,0.2436,Zurich,7113
10/23/2020,9:00:00 AM,18,85,14.2,4.6,8.25,304,309,8.1,0.234,Zurich,7114
10/23/2020,10:00:00 AM,19.4,82,14.9,4.84,7.55,300,302,8.4,0.2244,Zurich,7115
10/23/2020,11:00:00 AM,21.2,79,15.8,4.88,7.31,298,300,8.5,0.2148,Zurich,7116
10/23/2020,12:00:00 PM,22.6,75,15.9,5.1,7.57,298,299,9.1,0.2058,Zurich,7117
10/23/2020,1:00:00 PM,23.6,66,14.1,4.78,7.32,307,309,9.2,0.1974,Zurich,7118
10/23/2020,2:00:00 PM,24.3,64,13.8,4.7,7.31,308,310,8.6,0.1891,Zurich,7119
10/23/2020,3:00:00 PM,24.4,65,14.3,4.38,6.86,305,307,8.5,0.1807,Zurich,7120
10/23/2020,4:00:00 PM,24.2,72,16.4,3.45,6.22,292,296,7.6,0.1723,Zurich,7121
10/23/2020,5:00:00 PM,23.4,75,16.5,3.21,6.08,274,279,6,0.1639,Zurich,7122
10/23/2020,6:00:00 PM,21.1,83,16.7,3.28,6.01,258,267,5.6,0.1525,Zurich,7123
10/23/2020,7:00:00 PM,18.2,86,14.8,3.16,6.81,259,267,5.5,0.138,Zurich,7124
10/23/2020,8:00:00 PM,17.9,86,14.4,3.21,7.01,265,272,5.9,0.1234,Zurich,7125
10/23/2020,9:00:00 PM,17.5,87,14.4,2.6,5.9,270,281,5.5,0.1089,Zurich,7126
10/23/2020,10:00:00 PM,17.2,90,14.8,2.72,5.73,253,264,4.7,0.0944,Zurich,7127
10/23/2020,11:00:00 PM,17.5,94,16.2,2.51,5.51,247,254,5,0.0799,Zurich,7128
10/24/2020,12:00:00 AM,18.3,95,17.2,2.72,5.49,253,260,4.9,0.0654,Zurich,7129
10/24/2020,1:00:00 AM,18.6,94,17.2,1.94,4.31,258,266,4.8,0.0508,Zurich,7130
10/24/2020,2:00:00 AM,18.2,94,16.8,1.33,2.95,283,294,3.6,0.0363,Zurich,7131
10/24/2020,3:00:00 AM,16.6,92,14.8,1.72,1.79,306,333,2.6,0.0218,Zurich,7132
10/24/2020,4:00:00 AM,16.7,90,14.3,1.88,2.02,335,9,2.8,0.0073,Zurich,7133
10/24/2020,5:00:00 AM,20.3,90,18,1.08,1.72,56,54,2.5,0.0004,Zurich,7134
10/24/2020,6:00:00 AM,16.8,93,15.2,1.53,1.75,122,103,2.1,0.0012,Zurich,7135
10/24/2020,7:00:00 AM,16.1,95,15,1.7,2,135,127,2.5,0.0021,Zurich,7136
10/24/2020,8:00:00 AM,14.8,93,13.2,1.86,2.08,144,145,2.8,0.0029,Grenoble,7137
10/24/2020,9:00:00 AM,18.5,91,16.4,0.89,1.12,117,117,2.6,0.0037,Grenoble,7138
10/24/2020,10:00:00 AM,20.5,86,17,1.03,1.39,61,69,2,0.0045,Grenoble,7139
10/24/2020,11:00:00 AM,21.7,81,16.6,1.71,2.12,69,71,3.4,0.0053,Grenoble,7140
10/24/2020,12:00:00 PM,22.3,78,16.3,2.38,3.01,68,69,4.5,0.0053,Grenoble,7141
10/24/2020,1:00:00 PM,22.8,76,16.3,2.75,3.51,71,70,5.1,0.0043,Grenoble,7142
10/24/2020,2:00:00 PM,23.3,74,16.2,2.6,3.35,74,73,5.2,0.0034,Grenoble,7143
10/24/2020,3:00:00 PM,23.5,73,16,2.5,3.48,74,72,4.7,0.0024,Grenoble,7144
10/24/2020,4:00:00 PM,23.5,74,16.3,1.71,2.92,69,68,4.5,0.0014,Grenoble,7145
10/24/2020,5:00:00 PM,22.8,78,17.1,1.1,2.45,85,78,3.3,0.0005,Grenoble,7146
10/24/2020,6:00:00 PM,20.8,81,16,1.14,2.5,52,53,2.7,0.0004,Grenoble,7147
10/24/2020,7:00:00 PM,19.2,83,14.8,1.71,2.82,7,17,2.7,0.0012,Grenoble,7148
10/24/2020,8:00:00 PM,20.6,81,15.7,1.4,3.13,360,7,2.7,0.002,Grenoble,7149
10/24/2020,9:00:00 PM,20.3,83,15.9,2,4.36,357,9,3.7,0.0028,Grenoble,7150
10/24/2020,10:00:00 PM,19.9,81,14.9,2.01,4.42,354,5,3.6,0.0036,Grenoble,7151
10/24/2020,11:00:00 PM,19.5,81,14.6,2.35,4.9,348,358,4.2,0.0044,Grenoble,7152
10/25/2020,12:00:00 AM,19.1,81,14.3,2.38,5.02,345,355,4.3,0.0052,Grenoble,7153
10/25/2020,1:00:00 AM,18.6,81,13.6,2.33,5,329,340,4.2,0.006,Grenoble,7154
10/25/2020,2:00:00 AM,18.4,81,13.5,2.56,5.24,329,336,4.4,0.0068,Grenoble,7155
10/25/2020,3:00:00 AM,18,81,13.1,2.56,5.37,321,331,4.4,0.0076,Grenoble,7156
10/25/2020,4:00:00 AM,17.8,80,12.7,2.7,5.64,321,330,4.7,0.0084,Grenoble,7157
10/25/2020,5:00:00 AM,17.2,82,12.7,2.98,6.14,320,330,5,0.029,Grenoble,7158
10/25/2020,6:00:00 AM,17.7,88,14.7,4.17,6.72,316,323,5.3,0.0696,Grenoble,7159
10/25/2020,7:00:00 AM,16.4,88,13.4,3.32,6.72,316,323,6.8,0.1102,Grenoble,7160
10/25/2020,8:00:00 AM,15.8,87,12.7,3.06,6.51,308,316,5.7,0.1508,Grenoble,7161
10/25/2020,9:00:00 AM,17.2,84,13.3,3.05,6.3,311,318,5.5,0.1913,Grenoble,7162
10/25/2020,10:00:00 AM,18.9,79,13.4,3.38,5.22,304,306,6,0.2319,Grenoble,7163
10/25/2020,11:00:00 AM,20.2,70,12,3.44,5.22,306,306,6.4,0.2725,Grenoble,7164
10/25/2020,12:00:00 PM,21.1,64,10.7,4.24,6.3,313,313,7.4,0.2866,Grenoble,7165
10/25/2020,1:00:00 PM,21.2,62,10.3,4.47,6.66,310,311,8,0.2743,Grenoble,7166
10/25/2020,2:00:00 PM,21.5,62,10.4,4.46,6.72,312,313,8.4,0.262,Grenoble,7167
10/25/2020,3:00:00 PM,21.6,60,9.9,4.25,6.73,311,312,8,0.2497,Grenoble,7168
10/25/2020,4:00:00 PM,21.3,65,11.2,3.74,6.38,304,305,7.7,0.2374,Grenoble,7169
10/25/2020,5:00:00 PM,20.6,71,12.6,3.31,6.3,299,303,6.5,0.2251,Grenoble,7170
10/25/2020,6:00:00 PM,18,75,11.3,3.64,6.75,302,310,5.7,0.2206,Grenoble,7171
10/25/2020,7:00:00 PM,15.4,80,10.3,2.68,6.47,297,309,6,0.2237,Grenoble,7172
10/25/2020,8:00:00 PM,14.9,83,10.8,2.96,6.75,282,295,5,0.2269,Grenoble,7173
10/25/2020,9:00:00 PM,14.6,86,11.2,3.11,6.93,274,288,5.5,0.2301,Grenoble,7174
10/25/2020,10:00:00 PM,14.5,88,11.6,3.5,7.32,268,280,5.9,0.2332,Grenoble,7175
10/25/2020,11:00:00 PM,14.3,88,11.3,3.8,7.79,272,283,6.5,0.2364,Grenoble,7176
10/26/2020,12:00:00 AM,13.9,87,10.7,3.7,7.54,272,285,6.6,0.2395,Grenoble,7177
10/26/2020,1:00:00 AM,13.5,88,10.6,3.71,7.6,275,286,6.3,0.2427,Grenoble,7178
10/26/2020,2:00:00 AM,13.5,88,10.6,3.81,7.83,273,284,6.5,0.2459,Grenoble,7179
10/26/2020,3:00:00 AM,13.2,88,10.4,3.81,7.83,275,284,6.6,0.249,Grenoble,7180
10/26/2020,4:00:00 AM,12.7,89,10,3.85,7.84,279,287,6.6,0.2522,Grenoble,7181
10/26/2020,5:00:00 AM,12.2,89,9.5,3.75,7.75,279,287,6.6,0.2424,Grenoble,7182
10/26/2020,6:00:00 AM,13.2,92,11.4,3.61,6.48,275,287,6.4,0.2196,Grenoble,7183
10/26/2020,7:00:00 AM,11,93,9.3,3.45,7,260,272,5.9,0.1969,Grenoble,7184
10/26/2020,8:00:00 AM,10.9,90,8.5,3.85,7.5,261,269,6.5,0.1741,Grenoble,7185
10/26/2020,9:00:00 AM,12.5,83,8.4,3.69,6.94,257,264,6.6,0.1514,Grenoble,7186
10/26/2020,10:00:00 AM,14.3,78,8.8,3.31,5.4,265,268,6.5,0.1286,Grenoble,7187
10/26/2020,11:00:00 AM,15.9,75,9.2,3.38,4.79,236,241,6.1,0.1059,Grenoble,7188
10/26/2020,12:00:00 PM,16.8,75,10.2,4.32,6.03,228,230,7.7,0.1389,Grenoble,7189
10/26/2020,1:00:00 PM,16.6,77,10.7,4.92,6.88,232,234,8.7,0.2278,Grenoble,7190
10/26/2020,2:00:00 PM,16,79,10.6,5.38,7.66,227,229,9.5,0.3166,Grenoble,7191
10/26/2020,3:00:00 PM,15.3,82,10.7,5.73,8.41,223,225,10.1,0.4054,Grenoble,7192
10/26/2020,4:00:00 PM,14.8,82,10.2,5.73,9.12,223,225,10.2,0.4943,Grenoble,7193
10/26/2020,5:00:00 PM,13.6,86,10.2,5.76,10.12,219,222,10.1,0.5831,Grenoble,7194
10/26/2020,6:00:00 PM,14.1,85,10.3,6.66,10.74,216,219,10.6,0.6198,Grenoble,7195
10/26/2020,7:00:00 PM,13.2,84,9.2,6.64,11.45,217,219,11.3,0.6045,Grenoble,7196
10/26/2020,8:00:00 PM,13.1,83,8.8,6.86,11.95,223,225,11.6,0.5891,Grenoble,7197
10/26/2020,9:00:00 PM,13.1,82,8.6,7,12.18,227,228,11.9,0.5738,Grenoble,7198
10/26/2020,10:00:00 PM,13.3,82,8.9,7.15,12.47,228,229,12.1,0.5585,Grenoble,7199
10/26/2020,11:00:00 PM,13.6,83,9.2,7.22,12.5,228,230,12.3,0.5431,Grenoble,7200
10/27/2020,12:00:00 AM,13.8,84,9.9,7.08,12.21,228,230,12.3,0.5278,Grenoble,7201
10/27/2020,1:00:00 AM,14.3,85,10.5,7.08,12.43,234,235,12.1,0.5124,Grenoble,7202
10/27/2020,2:00:00 AM,14.8,84,10.9,7.24,12.52,237,239,12.2,0.4971,Grenoble,7203
10/27/2020,3:00:00 AM,15.3,82,10.9,7.02,12.3,244,244,12.2,0.4818,Grenoble,7204
10/27/2020,4:00:00 AM,15.4,81,10.6,6.8,11.95,244,246,11.9,0.4664,Grenoble,7205
10/27/2020,5:00:00 AM,15.6,80,10.6,6.8,11.9,242,244,11.4,0.4392,Grenoble,7206
10/27/2020,6:00:00 AM,15.9,81,11.2,7.08,11.72,247,248,11.5,0.4,Grenoble,7207
10/27/2020,7:00:00 AM,14.9,82,10.5,6.69,11.91,238,241,11.6,0.3608,Grenoble,7208
10/27/2020,8:00:00 AM,15.7,82,11.2,6.91,12.09,239,240,11.6,0.3216,Grenoble,7209
10/27/2020,9:00:00 AM,17.9,79,12.4,7.66,13.04,237,238,12.6,0.2824,Grenoble,7210
10/27/2020,10:00:00 AM,20.2,76,13.8,7.96,14,243,245,13.3,0.2433,Grenoble,7211
10/27/2020,11:00:00 AM,22.6,75,15.8,7.99,14.35,236,239,13.5,0.2041,Grenoble,7212
10/27/2020,12:00:00 PM,25,74,18,7.82,14.39,238,240,13.4,0.2114,Grenoble,7213
10/27/2020,1:00:00 PM,25.6,75,18.7,8.52,14.78,234,236,14.2,0.2652,Grenoble,7214
10/27/2020,2:00:00 PM,27.6,71,19.4,9.78,15.68,233,234,16.5,0.319,Grenoble,7215
10/27/2020,3:00:00 PM,29.2,70,20.6,9.6,15.75,234,236,16.7,0.3728,Grenoble,7216
10/27/2020,4:00:00 PM,30.1,71,21.8,8.99,14.76,244,245,16.4,0.4266,Grenoble,7217
10/27/2020,5:00:00 PM,30.1,75,23.1,8.59,14.47,245,247,15.3,0.4804,Grenoble,7218
10/27/2020,6:00:00 PM,31.3,79,25.6,8.3,13.98,248,251,14.6,0.497,Grenoble,7219
10/27/2020,7:00:00 PM,31.9,82,27,7.65,13.46,253,257,13.9,0.4766,Grenoble,7220
10/27/2020,8:00:00 PM,32.6,84,28.2,6.91,12.58,256,260,12.9,0.4562,Grenoble,7221
10/27/2020,9:00:00 PM,33,85,28.9,6.55,11.98,258,263,11.7,0.4357,Grenoble,7222
10/27/2020,10:00:00 PM,33.4,85,29.4,6.33,11.65,258,265,11,0.4153,Grenoble,7223
10/27/2020,11:00:00 PM,33.6,86,29.8,5.97,11.14,256,265,10.6,0.3949,Grenoble,7224
10/28/2020,12:00:00 AM,33.6,87,30.1,6.4,11.77,256,260,10.8,0.3744,Grenoble,7225
10/28/2020,1:00:00 AM,33.9,87,30.5,6.38,11.7,256,263,10.8,0.354,Grenoble,7226
10/28/2020,2:00:00 AM,34.3,87,30.9,6.02,11.03,255,261,10.8,0.3336,Grenoble,7227
10/28/2020,3:00:00 AM,35,87,31.6,6.14,11.16,254,260,10.3,0.3131,Grenoble,7228
10/28/2020,4:00:00 AM,35.6,87,32,6.4,11.44,260,265,10.7,0.2927,Grenoble,7229
10/28/2020,5:00:00 AM,35.8,86,32,6.38,11.52,261,267,10.9,0.2864,Grenoble,7230
10/28/2020,6:00:00 AM,36.2,85,32.1,6.6,11.75,270,275,11,0.2943,Grenoble,7231
10/28/2020,7:00:00 AM,35.5,84,31.3,6.38,11.68,284,291,11.1,0.3021,Grenoble,7232
10/28/2020,8:00:00 AM,36,84,31.6,5.95,11.19,287,294,10.7,0.31,Grenoble,7233
10/28/2020,9:00:00 AM,37.3,83,32.6,5.57,10.38,288,295,10.1,0.3179,Grenoble,7234
10/28/2020,10:00:00 AM,38.8,81,33.5,6.27,10.92,304,307,10.9,0.3257,Grenoble,7235
10/28/2020,11:00:00 AM,40.6,79,34.6,5.8,10.26,314,317,10.8,0.3336,Grenoble,7236
10/28/2020,12:00:00 PM,42,76,35,5.51,9.62,331,332,10.3,0.3094,Grenoble,7237
10/28/2020,1:00:00 PM,41.3,73,33.4,5.33,8.92,337,337,10.5,0.2531,Grenoble,7238
10/28/2020,2:00:00 PM,40.9,71,32.4,5.28,8.91,335,335,9.9,0.1969,Grenoble,7239
10/28/2020,3:00:00 PM,39.9,72,31.6,4.97,8.5,335,335,9.8,0.1406,Grenoble,7240
10/28/2020,4:00:00 PM,38.4,75,31.1,4.62,8.36,338,339,9.1,0.0844,Grenoble,7241
10/28/2020,5:00:00 PM,37.5,73,29.5,5.31,8.41,340,342,9.3,0.0281,Grenoble,7242
10/28/2020,6:00:00 PM,32.1,85,28,1.9,4.6,357,359,9,0.0002,Grenoble,7243
10/28/2020,7:00:00 PM,29.2,94,27.6,1.96,3.01,15,21,3.1,0.0007,Grenoble,7244
10/28/2020,8:00:00 PM,27.5,97,26.8,1.99,2.58,18,36,2.8,0.0012,Grenoble,7245
10/28/2020,9:00:00 PM,27.7,97,26.9,1.98,3.18,41,46,2.7,0.0017,Grenoble,7246
10/28/2020,10:00:00 PM,28.3,93,26.4,2.2,3.02,60,56,3.2,0.0021,Grenoble,7247
10/28/2020,11:00:00 PM,30.2,83,25.7,1.36,1.77,144,106,2.8,0.0026,Grenoble,7248
10/29/2020,12:00:00 AM,28.7,83,24.2,1.66,1.77,155,133,2,0.0031,Grenoble,7249
10/29/2020,1:00:00 AM,27.6,90,25.2,2.06,2.34,151,140,2.7,0.0036,Grenoble,7250
10/29/2020,2:00:00 AM,26.9,94,25.3,2.3,2.78,124,120,3,0.0041,Grenoble,7251
10/29/2020,3:00:00 AM,22.7,96,21.8,2.57,3.13,167,153,3.3,0.0045,Grenoble,7252
10/29/2020,4:00:00 AM,17.2,99,16.9,3.62,4.26,174,171,4.8,0.005,Grenoble,7253
10/29/2020,5:00:00 AM,18.1,98,17.5,3.24,5.52,171,175,5.1,0.0111,Grenoble,7254
10/29/2020,6:00:00 AM,23.3,97,22.6,2.88,5.73,146,155,4.9,0.0229,Grenoble,7255
10/29/2020,7:00:00 AM,21.5,98,21.1,2.64,6.36,155,161,5,0.0346,Grenoble,7256
10/29/2020,8:00:00 AM,22.9,97,22.3,3.26,6.79,162,166,5.9,0.0464,Grenoble,7257
10/29/2020,9:00:00 AM,25.7,92,23.8,3.71,6.4,166,170,6.9,0.0581,Grenoble,7258
10/29/2020,10:00:00 AM,28.5,88,25.3,3.88,5.77,168,171,7.3,0.0699,Grenoble,7259
10/29/2020,11:00:00 AM,30.8,84,26.7,4.06,5.74,170,173,7.6,0.0816,Grenoble,7260
10/29/2020,12:00:00 PM,32.3,81,27.1,4.2,6.11,181,184,8,0.0926,Grenoble,7261
10/29/2020,1:00:00 PM,34.1,74,26.8,4.8,6.41,182,184,9.2,0.1027,Grenoble,7262
10/29/2020,2:00:00 PM,32.9,80,27.4,4.7,6.6,179,181,9.1,0.1128,Grenoble,7263
10/29/2020,3:00:00 PM,31.8,88,28.7,3.93,6.51,173,176,8.6,0.1229,Grenoble,7264
10/29/2020,4:00:00 PM,31.9,90,29.2,4.08,7.63,169,175,7.2,0.1331,Grenoble,7265
10/29/2020,5:00:00 PM,31.8,92,29.7,4.67,8.05,170,174,8,0.1432,Grenoble,7266
10/29/2020,6:00:00 PM,31.1,91,28.7,4.14,6.96,160,164,8.1,0.1415,Grenoble,7267
10/29/2020,7:00:00 PM,30.6,93,28.9,3.42,6.55,159,164,7,0.128,Grenoble,7268
10/29/2020,8:00:00 PM,30.2,94,28.8,2.66,5.77,160,166,5.7,0.1146,Grenoble,7269
10/29/2020,9:00:00 PM,30,95,28.7,2.47,5.66,166,172,4.5,0.1011,Grenoble,7270
10/29/2020,10:00:00 PM,29.9,95,28.6,2.6,5.71,178,183,4.3,0.0876,Grenoble,7271
10/29/2020,11:00:00 PM,29.6,95,28.2,1.9,3.2,198,200,4.3,0.0741,Grenoble,7272
10/30/2020,12:00:00 AM,30.2,97,29.5,0.4,1.34,360,243,2.3,0.0606,Grenoble,7273
10/30/2020,1:00:00 AM,30.3,99,29.9,1.12,1.9,260,273,1.3,0.0472,Grenoble,7274
10/30/2020,2:00:00 AM,28.9,99,28.6,1.89,4.47,302,310,2.9,0.0337,Grenoble,7275
10/30/2020,3:00:00 AM,28.9,96,27.9,2.77,5.95,334,340,4.5,0.0202,Grenoble,7276
10/30/2020,4:00:00 AM,28.2,96,27.2,2.31,5.54,342,353,4.6,0.0067,Grenoble,7277
10/30/2020,5:00:00 AM,26.3,97,25.6,2.02,4.11,340,4,3.9,0.0019,Grenoble,7278
10/30/2020,6:00:00 AM,30.1,97,29.4,1.65,3.51,346,5,3.1,0.0058,Grenoble,7279
10/30/2020,7:00:00 AM,30.6,97,29.8,1.91,3.32,354,7,3.4,0.0096,Grenoble,7280
10/30/2020,8:00:00 AM,30.8,97,30.1,1.58,2.21,342,5,3.2,0.0135,Grenoble,7281
10/30/2020,9:00:00 AM,32.8,91,30.6,0.5,0.42,323,315,3.1,0.0174,Grenoble,7282
10/30/2020,10:00:00 AM,35,86,31.3,1.36,1.68,197,197,3.9,0.0212,Grenoble,7283
10/30/2020,11:00:00 AM,37.1,82,32.2,2.31,2.85,198,198,5.5,0.0251,Grenoble,7284
10/30/2020,12:00:00 PM,39.7,77,33.3,2.6,3.31,182,183,6.2,0.0275,Grenoble,7285
10/30/2020,1:00:00 PM,42,73,33.9,3.65,4.65,171,171,7.6,0.0284,Grenoble,7286
10/30/2020,2:00:00 PM,42.4,71,33.7,4.46,5.88,160,162,8.7,0.0293,Grenoble,7287
10/30/2020,3:00:00 PM,41.6,72,33.3,5.2,7.09,157,158,9.6,0.0302,Grenoble,7288
10/30/2020,4:00:00 PM,39.5,78,33.2,5.38,7.94,162,163,9.9,0.0311,Grenoble,7289
10/30/2020,5:00:00 PM,36.5,86,32.8,5.88,10.07,162,164,9.9,0.032,Grenoble,7290
10/30/2020,6:00:00 PM,35.3,90,32.7,7.02,12.16,163,164,11.3,0.031,Grenoble,7291
10/30/2020,7:00:00 PM,37.3,89,34.3,7.71,13.4,167,168,13.1,0.0281,Grenoble,7292
10/30/2020,8:00:00 PM,38.8,86,35.1,8.34,14.17,170,171,14.3,0.0251,Grenoble,7293
10/30/2020,9:00:00 PM,39.5,83,34.9,8.83,14.93,170,172,15.1,0.0222,Grenoble,7294
10/30/2020,10:00:00 PM,40.1,82,35,9.46,15.76,173,175,16.2,0.0192,Grenoble,7295
10/30/2020,11:00:00 PM,40.9,82,35.7,9.1,15.3,179,180,16.3,0.0163,Grenoble,7296
10/31/2020,12:00:00 AM,41.9,81,36.6,8.54,14.71,185,187,15.7,0.0133,Grenoble,7297
10/31/2020,1:00:00 AM,43.1,79,37.1,8.63,14.81,190,192,14.7,0.0103,Grenoble,7298
10/31/2020,2:00:00 AM,44.5,75,37.2,7.96,13.79,215,215,14.8,0.0074,Grenoble,7299
10/31/2020,3:00:00 AM,44.1,76,37.1,6.04,11.37,231,236,13.6,0.0044,Grenoble,7300
10/31/2020,4:00:00 AM,42,80,36.4,5.71,11.05,266,275,10.1,0.0015,Grenoble,7301
10/31/2020,5:00:00 AM,43.5,72,35.2,6.71,12.12,290,295,11.6,0,Grenoble,7302
10/31/2020,6:00:00 AM,44,66,33.3,6.8,11.99,290,295,12.4,0,Grenoble,7303
10/31/2020,7:00:00 AM,44.5,64,33.3,7.65,12.73,297,300,12.9,0,Grenoble,7304
10/31/2020,8:00:00 AM,43,71,34.2,7.78,12.98,296,299,13.4,0,Grenoble,7305
10/31/2020,9:00:00 AM,44.5,69,35.2,8.75,13.7,292,294,15,0,Grenoble,7306
10/31/2020,10:00:00 AM,45.5,66,35,9.97,14.41,291,292,17.5,0,Grenoble,7307
10/31/2020,11:00:00 AM,45.9,64,34.3,10.69,15.21,295,295,19.1,0,Grenoble,7308
10/31/2020,12:00:00 PM,44.5,55,29.5,11.7,16.58,300,300,20.8,0,Grenoble,7309
10/31/2020,1:00:00 PM,43.1,51,26.1,12.21,17.43,302,302,21.7,0,Grenoble,7310
10/31/2020,2:00:00 PM,43.7,45,23.5,13.67,19.56,304,305,23.9,0,Grenoble,7311
10/31/2020,3:00:00 PM,42,46,22.9,12.36,17.86,307,307,23.9,0,Grenoble,7312
10/31/2020,4:00:00 PM,39.5,47,21,12.12,17.93,311,311,22.5,0,Grenoble,7313
10/31/2020,5:00:00 PM,37.1,48,19.3,11.96,17.83,313,313,21.4,0,Grenoble,7314
10/31/2020,6:00:00 PM,33.9,52,18.1,10.67,16.34,309,310,21.1,0.0015,Grenoble,7315
10/31/2020,7:00:00 PM,32.5,52,16.8,9.99,15.5,311,313,18.7,0.0044,Grenoble,7316
10/31/2020,8:00:00 PM,31.5,54,16.5,9.55,14.99,313,314,17.5,0.0073,Grenoble,7317
10/31/2020,9:00:00 PM,30.6,56,16.5,9.19,14.43,315,316,16.8,0.0102,Grenoble,7318
10/31/2020,10:00:00 PM,29.8,57,16.4,8.64,13.68,318,319,16,0.0131,Grenoble,7319
10/31/2020,11:00:00 PM,28.8,58,16,8.17,12.96,320,322,15.1,0.016,Grenoble,7320
11/1/2020,12:00:00 AM,27.9,60,15.8,7.47,12,321,323,14.2,0.0189,Grenoble,7321
11/1/2020,1:00:00 AM,27,63,15.9,6.78,11.16,323,324,13,0.0218,Grenoble,7322
11/1/2020,2:00:00 AM,26.2,65,16,5.99,9.99,327,327,11.8,0.0247,Grenoble,7323
11/1/2020,3:00:00 AM,25.7,66,15.9,5.42,9.08,330,332,10.4,0.0276,Grenoble,7324
11/1/2020,4:00:00 AM,25.1,67,15.6,4.75,8.1,330,331,9.4,0.0305,Grenoble,7325
11/1/2020,5:00:00 AM,24.6,69,16,3.66,6.71,325,327,8.2,0.0301,Grenoble,7326
11/1/2020,6:00:00 AM,22.6,76,16.2,3.05,4.64,319,323,6.3,0.0263,Grenoble,7327
11/1/2020,7:00:00 AM,20.5,86,17.1,1.52,3.69,293,311,5.1,0.0225,Grenoble,7328
11/1/2020,8:00:00 AM,22.5,81,17.5,2.4,3.79,270,282,3.9,0.0187,Grenoble,7329
11/1/2020,9:00:00 AM,25.4,68,16.3,2.86,3.75,258,261,5.8,0.015,Grenoble,7330
11/1/2020,10:00:00 AM,29,57,15.7,2.79,3.49,255,257,6.3,0.0112,Grenoble,7331
11/1/2020,11:00:00 AM,32.8,47,15,2.85,3.64,252,254,6.7,0.0074,Grenoble,7332
11/1/2020,12:00:00 PM,36.4,40,14.1,2.86,3.66,234,235,6.8,0.0246,Grenoble,7333
11/1/2020,1:00:00 PM,39.2,35,13.7,3.62,4.53,219,221,7.6,0.0628,Grenoble,7334
11/1/2020,2:00:00 PM,40.6,33,13.5,4.47,5.82,214,215,8.7,0.1009,Grenoble,7335
11/1/2020,3:00:00 PM,40.7,34,14.3,5.16,7.02,212,213,9.6,0.1391,Grenoble,7336
11/1/2020,4:00:00 PM,39.1,41,17.4,4.74,7.34,205,208,9.6,0.1773,Grenoble,7337
11/1/2020,5:00:00 PM,35.5,56,21.4,5.01,9.44,206,208,8.5,0.2154,Grenoble,7338
11/1/2020,6:00:00 PM,35.7,58,22.4,5.46,10.3,204,204,9.8,0.2238,Grenoble,7339
11/1/2020,7:00:00 PM,36.2,58,22.7,6.3,11.54,213,214,10.7,0.2025,Grenoble,7340
11/1/2020,8:00:00 PM,36.7,56,22.6,6.64,11.98,217,218,11.3,0.1812,Grenoble,7341
11/1/2020,9:00:00 PM,37,55,22.5,6.72,12.24,223,223,11.4,0.1599,Grenoble,7342
11/1/2020,10:00:00 PM,37.2,55,22.6,6.75,12.5,230,230,11.6,0.1386,Grenoble,7343
11/1/2020,11:00:00 PM,37.4,55,22.7,6.69,12.38,238,239,11.5,0.1173,Grenoble,7344
11/2/2020,12:00:00 AM,37.6,56,23.3,6.63,12.28,247,249,11.4,0.0959,Grenoble,7345
11/2/2020,1:00:00 AM,37.9,59,24.7,6.36,11.83,254,259,11.2,0.0746,Grenoble,7346
